9.865424685103637570e-01,6.002404301290163204e-03,2.595262727942825032e-03,4.144525894329608232e-04,4.445411870970366816e-03
9.987287184686790553e-01,6.990421760605469801e-04,1.605984578167714142e-04,2.253908195554064990e-05,3.891018154879788350e-04
9.996430797020401382e-01,2.448816031501547283e-04,4.049920314412942037e-05,4.740645564301861881e-06,6.679884610128740093e-05
9.995995711403563577e-01,2.985801449721365674e-04,3.939667901129945100e-05,4.304685886607531305e-06,5.814734977373195484e-05
9.997337358750837399e-01,1.990881995359467004e-04,2.404028544033443460e-05,2.916701156230476735e-06,4.021893878384487153e-05
9.996934700948360009e-01,2.177176495407205019e-04,3.274067734480971158e-05,4.259317113228493658e-06,5.181226116547959419e-05
9.995647356889136859e-01,2.529677894440366640e-04,3.711053041542010437e-05,6.064958317808752825e-06,1.391210329090416197e-04
9.995428720141736889e-01,3.466035478186915752e-04,2.981519838517355194e-05,2.668317686016989288e-06,7.804092193635593015e-05
9.996293200845796090e-01,2.960664230538902534e-04,2.216004926762190144e-05,1.859845186284170635e-06,5.059359791257341720e-05
9.987050409717664889e-01,1.129867407302474628e-03,5.451539893415514214e-05,3.161383420048981290e-06,1.074148385769401181e-04
9.966114565251884549e-01,3.146186638903082818e-03,1.037613471398515438e-04,3.964493001736515721e-06,1.346309957669458723e-04
9.993728408984764444e-01,5.269298501360103991e-04,4.541410789755389731e-05,2.251462432424519413e-06,5.256368105756883236e-05
9.996584175211941092e-01,2.737358262752179455e-04,2.832383808153922218e-05,1.643041254935550349e-06,3.787977319416304729e-05
9.997653267797318444e-01,1.817130894338345377e-04,2.175996265970479515e-05,1.786377095559398329e-06,2.941379107912595704e-05
9.997974082374930793e-01,1.431443598099237688e-04,2.325239960293709496e-05,4.416497464534260202e-06,3.177850562951111313e-05
9.997548835443096360e-01,1.411257883758279194e-04,3.134986889513063772e-05,1.396740915879979462e-05,5.867338926080381913e-05
9.996507366137434847e-01,1.760465774659358156e-04,3.981166628032050965e-05,2.048650598463117419e-05,1.129186365256163463e-04
9.997320631237393007e-01,1.058933187954269573e-04,2.091320694978011867e-05,8.895633031266391940e-06,1.322347174842578054e-04
9.997825092876423403e-01,1.222434078442297578e-04,2.753534364334763042e-05,7.039999690977541112e-06,6.067196117910816379e-05
9.998700303562513270e-01,8.732621535378731726e-05,1.532044318585592272e-05,2.563635001496507973e-06,2.475935020772001608e-05
9.998814029377461887e-01,6.756141199091977238e-05,1.263495409126838213e-05,2.134517273795479914e-06,3.626617889793376081e-05
9.997863724332465285e-01,1.429996379792660593e-04,2.292448958208383696e-05,3.555877019201028322e-06,4.414756217273174265e-05
9.998474364477046850e-01,1.024090547523281069e-04,1.652709364459518373e-05,2.369548061936400528e-06,3.125785583637879193e-05
9.998202959609088225e-01,1.239376731862336888e-04,1.636308370639921601e-05,2.192315041897690590e-06,3.721096715671112044e-05
9.998466459553351227e-01,8.159957438951525590e-05,1.556454961869999735e-05,2.231057649776631926e-06,5.395886300694233096e-05
9.998532181513276607e-01,8.072502990922544332e-05,1.289791680589365076e-05,1.673013245603142081e-06,5.148588871163579619e-05
9.998179648252056850e-01,8.926549898505252987e-05,1.688484749263003879e-05,2.356385552834037454e-06,7.352844276371690326e-05
9.998159207234006418e-01,1.195412901339316225e-04,1.442792622045953083e-05,1.709142976047329567e-06,4.840091726886478396e-05
9.997941024234273666e-01,1.473067267873004156e-04,1.524781103766148536e-05,1.675187991590122797e-06,4.166785075600988331e-05
9.998162970909866276e-01,1.324361296009576687e-04,1.455275275357385196e-05,1.546807134959729409e-06,3.516721952394111624e-05
9.995585826666936180e-01,3.518005898494109998e-04,2.537873736567637076e-05,2.568814998415988743e-06,6.166919109287444310e-05
9.996978670850292792e-01,2.377987776434803467e-04,2.171251336691602595e-05,1.987327893342560322e-06,4.063429606693088394e-05
9.997538629450235526e-01,1.772801025212079505e-04,2.475990433308858211e-05,2.587679484717832817e-06,4.150936863750403187e-05
9.997579157966056673e-01,1.890573388405132269e-04,2.079456192844217395e-05,2.374169642660793969e-06,2.985813298278420941e-05
9.998227272460913362e-01,1.235933037184404738e-04,2.037806983753176764e-05,2.528763145075929165e-06,3.077261720742438658e-05
9.998299661873445432e-01,1.086676350101359269e-04,2.203997868520525511e-05,3.008501998429111889e-06,3.631769696164156890e-05
9.998331948714520578e-01,9.334623061806984453e-05,2.087375761726974340e-05,2.853241403228232186e-06,4.973189890951715681e-05
9.998299641132588622e-01,1.155030044529767872e-04,1.873284405594096113e-05,2.175063104818641812e-06,3.362497512725622664e-05
9.998589867419884758e-01,1.033637233445264134e-04,1.395935945553369906e-05,1.652526309982464509e-06,2.203764890163198141e-05
9.998240172527768088e-01,1.196058447544046967e-04,1.749963666329679593e-05,2.339872443727497880e-06,3.653739336193909712e-05
9.998323883826110148e-01,9.867708288662602005e-05,2.027861179326822825e-05,2.735995647325379369e-06,4.591992706183491060e-05
9.998110677241639488e-01,9.926936564129115791e-05,2.120868317459245642e-05,3.016264389158326681e-06,6.543796263085076780e-05
9.998210455470099012e-01,1.194211022612550539e-04,2.230675492568978414e-05,2.263014016359153612e-06,3.496358178682831174e-05
9.997860786713715919e-01,1.473225641563029418e-04,2.666935579940546308e-05,2.815235929332409985e-06,3.711417274338788290e-05
9.996958245229631279e-01,2.288643823656549901e-04,3.194610856850480830e-05,3.392961573501877826e-06,3.997202452908399416e-05
9.998263632932075096e-01,1.032265980645268207e-04,3.125620057340012663e-05,3.681807430452793856e-06,3.547210072411117570e-05
9.999146307658056676e-01,5.518101472002616816e-05,1.546540303677328241e-05,1.471909679527736999e-06,1.325090675807902796e-05
9.998841249094509998e-01,7.766671450999508629e-05,1.911509539838575721e-05,1.994826900539468197e-06,1.709845373996824746e-05
9.998599999302587582e-01,9.795419820012804004e-05,1.560249349863966577e-05,2.039951925974253002e-06,2.440342611644784524e-05
9.998842471394878695e-01,7.200134834446891537e-05,1.004162404412762256e-05,1.433075589894805770e-06,3.227681253366835337e-05
9.998241589882874703e-01,1.253018702849480550e-04,1.633075039985889708e-05,1.944653185956718737e-06,3.226373784168342122e-05
9.997139920216410180e-01,2.092894065608794530e-04,2.602497682849409981e-05,2.842657066968679388e-06,4.785093790267633127e-05
9.997944074802848080e-01,1.588961149163402558e-04,1.645711972087099881e-05,1.617004191720090869e-06,2.862228088626715491e-05
9.998261395085109582e-01,1.263310636987243082e-04,1.558149291260221283e-05,1.929058536538262148e-06,3.001887634119204641e-05
9.998301447724011748e-01,1.270915689707019806e-04,1.577616577929148806e-05,1.717824291381991544e-06,2.526966855747726055e-05
9.997993925036156027e-01,1.316276888932442263e-04,1.942025662305823277e-05,2.445619378341517039e-06,4.711393148978054664e-05
9.998059282688019911e-01,1.225435926001009574e-04,1.821043360870458244e-05,2.123949924262822411e-06,5.119375506489627078e-05
9.998426811471090581e-01,8.899172689153444712e-05,1.571144278031242112e-05,1.738159702169342293e-06,5.087752351687599607e-05
9.998523738299327501e-01,9.265770210126378261e-05,1.448834373681400554e-05,1.708978852370029108e-06,3.877114537688045428e-05
9.998167283751676626e-01,1.340502275740846640e-04,1.705579143228736999e-05,1.711611583658693726e-06,3.045399424230764258e-05
9.998646190914978193e-01,1.027253564847374167e-04,1.171575929808853958e-05,1.194806275484265018e-06,1.974498644374953258e-05
9.998194499347266007e-01,1.097681952353974527e-04,1.266104598429014980e-05,1.674480236722049324e-06,5.644634381699156810e-05
9.998225598745590359e-01,1.179376640071003678e-04,1.341342917613019334e-05,1.615279026854316328e-06,4.447375323072329001e-05
9.998461084771811391e-01,1.004052670375475632e-04,1.210428422918141810e-05,1.496326872720426338e-06,3.988564467925996261e-05
9.998955763932306784e-01,5.293637271662423612e-05,7.807872130182736921e-06,1.093251748473823944e-06,4.258611017404720795e-05
9.998577052609282090e-01,7.227868286916292351e-05,1.545361931919230023e-05,1.915202012186299381e-06,5.264723487120423793e-05
9.998804811355221922e-01,7.471330802815356279e-05,1.486295413287973762e-05,1.517315480008157032e-06,2.842528683685855226e-05
9.998506357126309974e-01,1.093863400040946210e-04,1.414370065306040482e-05,1.499048008430435085e-06,2.433519870322939390e-05
9.998796771397742145e-01,8.470084404946546467e-05,1.094311633912947531e-05,1.206920630242959668e-06,2.347197920690935686e-05
9.998749111240364806e-01,9.108645952633392430e-05,1.022880567245843672e-05,1.087655320722098238e-06,2.268595544393636060e-05
9.998618076262184573e-01,1.050314569120784760e-04,1.213279478384244154e-05,1.185673071951634076e-06,1.984244901372184464e-05
9.998954644965444283e-01,7.568336403234298001e-05,9.338616513067303455e-06,1.022011358721416301e-06,1.849151155138716011e-05
9.999084591031942582e-01,5.038659728145470452e-05,8.841082910139647769e-06,1.089239356709396576e-06,3.122397725732378634e-05
9.998948063545709530e-01,7.160097387232885492e-05,1.091030002179310865e-05,1.175108790691901507e-06,2.150726274418746306e-05
9.999028545132612189e-01,6.353348001971953290e-05,1.106514101988085157e-05,1.156934755630216720e-06,2.138993094364420252e-05
9.998153143689660904e-01,8.851071360358691144e-05,1.999657349937787305e-05,2.553324840575895243e-06,7.362501909049298104e-05
9.998409229401615805e-01,6.423046944782211413e-05,1.829238938149944270e-05,2.237871835109396211e-06,7.431632917392876753e-05
9.998696597850872392e-01,7.717811175079332365e-05,1.462674918244917985e-05,1.542835768975588214e-06,3.699251821053454309e-05
9.998969181843619936e-01,6.917656442391266741e-05,1.220221203426860099e-05,1.339631126729332737e-06,2.036340805314400325e-05
9.998787254860856955e-01,8.458910437207912112e-05,1.279741031449301257e-05,1.512519549729960711e-06,2.237547967796678580e-05
9.998908697442158156e-01,7.169052420786481915e-05,1.060429571400752988e-05,1.288827206813313899e-06,2.554660865543174886e-05
9.998801328044840675e-01,7.840883288850685980e-05,1.203066845126931061e-05,1.400773293588771963e-06,2.802692088256061496e-05
9.999024845031633246e-01,5.965658139083675199e-05,8.912272097887865118e-06,1.104941654455203669e-06,2.784170169368124475e-05
9.998767258599322583e-01,7.012669508547123541e-05,9.841791402622332354e-06,1.429940565874547691e-06,4.187571301378929502e-05
9.999172425764579764e-01,4.601291125628119346e-05,9.387239023072698599e-06,1.121065703832073230e-06,2.623620755867142623e-05
9.997709541165230585e-01,1.054460079005104526e-04,1.940763784917735502e-05,2.909944035922114419e-06,1.012822936913628251e-04
9.998088379039921092e-01,1.134506004714335418e-04,1.375207665580530612e-05,1.845363671987846011e-06,6.211405520866719577e-05
9.998264206397745602e-01,1.175581354192864768e-04,1.570522827612450418e-05,1.860703791618207334e-06,3.845529273842057791e-05
9.998754576348509726e-01,8.234904637542836642e-05,1.157657948169971342e-05,1.400041882092180511e-06,2.921669740980316549e-05
9.999286545236687473e-01,4.405114797473258748e-05,1.026302152950707743e-05,1.036193166621636116e-06,1.599511366046084984e-05
